time_s,speed_kph
1361.0000,6.8740
1362.0000,2.1940
1363.0000,0.0000
1364.0000,0.0000
1365.0000,0.0000
1366.0000,0.0000
1367.0000,0.0000
1368.0000,0.0000
1369.0000,0.0000
1370.0000,0.0000
1371.0000,0.0000
1372.0000,0.0000
1373.0000,0.8548
1374.0000,5.1748
1375.0000,9.4948
1376.0000,13.8148
1377.0000,18.1348
1378.0000,22.4548
1379.0000,26.7748
1380.0000,31.0948
1381.0000,35.4148
1382.0000,39.7348
1383.0000,44.0548
1384.0000,48.3748
1385.0000,52.6948
1386.0000,57.0148
1387.0000,61.3348
1388.0000,65.6548
1389.0000,69.9748
1390.0000,70.1280
1391.0000,70.1280
1392.0000,70.1280
1393.0000,70.1280
1394.0000,70.1280
1395.0000,70.1280
1396.0000,70.1280
1397.0000,70.1280
1398.0000,70.1280
1399.0000,70.1280
1400.0000,70.1280
1401.0000,70.1280
1402.0000,70.1280
1403.0000,70.1280
1404.0000,70.1280
1405.0000,70.1280
1406.0000,70.1280
1407.0000,70.1280
1408.0000,70.1280
1409.0000,70.1280
1410.0000,70.1280
1411.0000,70.1280
1412.0000,70.1280
1413.0000,70.1280
1414.0000,70.1280
1415.0000,70.1280
1416.0000,70.1280
1417.0000,70.1280
1418.0000,70.1280
1419.0000,70.1280
1420.0000,70.1280
1421.0000,70.1280
1422.0000,70.1280
1423.0000,70.1280
1424.0000,70.1280
1425.0000,70.1280
1426.0000,70.1280
1427.0000,70.1280
1428.0000,70.1280
1429.0000,70.1280
1430.0000,70.1280
1431.0000,70.1280
1432.0000,70.1280
1433.0000,70.1280
1434.0000,70.1280
1435.0000,70.1280
1436.0000,70.1280
1437.0000,70.1280
1438.0000,70.1280
1439.0000,70.1280
1440.0000,70.1280
1441.0000,70.1280
1442.0000,70.1280
1443.0000,70.1280
1444.0000,70.1280
1445.0000,70.1280
1446.0000,70.1280
1447.0000,70.1280
1448.0000,70.1280
1449.0000,70.1280
1450.0000,70.1280
1451.0000,70.1280
1452.0000,68.6400
1453.0000,63.9600
1454.0000,59.2800
1455.0000,54.6000
1456.0000,49.9200
1457.0000,45.2400
1458.0000,40.5600
1459.0000,35.8800
1460.0000,31.2000
1461.0000,26.5200
1462.0000,21.8400
1463.0000,17.1600
1464.0000,12.4800
1465.0000,7.8000
1466.0000,3.1200
1467.0000,0.0000
1468.0000,0.0000
1469.0000,0.0000
1470.0000,0.0000
1471.0000,0.0000
1472.0000,0.0000
1473.0000,0.0000
1474.0000,0.0000
1475.0000,0.0000
1476.0000,0.0000
1477.0000,0.0000
1478.0000,0.0000
1479.0000,0.0000
1480.0000,0.0000
1481.0000,1.8000
1482.0000,5.4000
1483.0000,9.0000
1484.0000,12.6000
1485.0000,16.2000
1486.0000,19.8000
1487.0000,23.4000
1488.0000,27.0000
1489.0000,30.6000
1490.0000,34.2000
1491.0000,37.8000
1492.0000,41.4000
1493.0000,45.0000
1494.0000,48.6000
1495.0000,52.2000
1496.0000,55.8000
1497.0000,59.4000
1498.0000,63.0000
1499.0000,66.6000
1500.0000,70.2000
1501.0000,73.8000
1502.0000,77.4000
1503.0000,81.0000
1504.0000,84.6000
1505.0000,86.6580
1506.0000,86.6580
1507.0000,86.6580
1508.0000,86.6580
1509.0000,86.6580
1510.0000,86.6580
1511.0000,86.6580
1512.0000,86.6580
1513.0000,86.6580
1514.0000,86.6580
1515.0000,86.6580
1516.0000,86.6580
1517.0000,86.6580
1518.0000,86.6580
1519.0000,86.6580
1520.0000,86.6580
1521.0000,86.6580
1522.0000,86.6580
1523.0000,86.6580
1524.0000,86.6580
1525.0000,86.6580
1526.0000,86.6580
1527.0000,86.6580
1528.0000,86.6580
1529.0000,86.6580
1530.0000,86.6580
1531.0000,86.6580
1532.0000,86.6580
1533.0000,86.6580
1534.0000,86.6580
1535.0000,86.6580
1536.0000,86.6580
1537.0000,86.6580
1538.0000,86.6580
1539.0000,86.6580
1540.0000,86.6580
1541.0000,86.6580
1542.0000,86.6580
1543.0000,86.6580
1544.0000,86.6580
1545.0000,86.6580
1546.0000,86.6580
1547.0000,86.6580
1548.0000,86.6580
1549.0000,86.6580
1550.0000,86.6580
1551.0000,86.6580
1552.0000,86.6580
1553.0000,86.6580
1554.0000,86.6580
1555.0000,86.6580
1556.0000,86.6580
1557.0000,86.6580
1558.0000,86.6580
1559.0000,86.6580
1560.0000,86.6580
1561.0000,86.6580
1562.0000,86.6580
1563.0000,86.6580
1564.0000,86.6580
1565.0000,86.6580
1566.0000,86.6580
1567.0000,86.6580
1568.0000,86.6580
1569.0000,86.6580
1570.0000,86.6580
1571.0000,86.6580
1572.0000,86.6580
1573.0000,86.6580
1574.0000,86.6580
1575.0000,86.6580
1576.0000,86.6580
1577.0000,86.6580
1578.0000,86.6580
1579.0000,86.6580
1580.0000,86.6580
1581.0000,86.6580
1582.0000,86.6580
1583.0000,86.6580
1584.0000,86.6580
1585.0000,86.6580
1586.0000,86.6580
1587.0000,86.6580
1588.0000,86.6580
1589.0000,86.6580
1590.0000,86.6580
1591.0000,86.6580
1592.0000,86.6580
1593.0000,86.6580
1594.0000,86.6580
1595.0000,86.6580
1596.0000,86.6580
1597.0000,86.6580
1598.0000,86.6580
1599.0000,86.6580
1600.0000,86.6580
1601.0000,86.6580
1602.0000,89.3889
1603.0000,92.9889
1604.0000,96.5889
1605.0000,100.1889
1606.0000,103.7889
1607.0000,107.3889
1608.0000,110.9889
1609.0000,112.9180
1610.0000,112.9180
1611.0000,112.9180
1612.0000,112.9180
1613.0000,112.9180
1614.0000,112.9180
1615.0000,112.9180
1616.0000,112.9180
1617.0000,112.9180
1618.0000,112.9180
1619.0000,112.9180
1620.0000,112.9180
1621.0000,112.9180
1622.0000,112.9180
1623.0000,112.9180
1624.0000,112.9180
1625.0000,112.9180
1626.0000,112.9180
1627.0000,112.9180
1628.0000,112.9180
1629.0000,112.9180
1630.0000,112.9180
1631.0000,112.9180
1632.0000,112.9180
1633.0000,112.9180
1634.0000,112.9180
1635.0000,112.9180
1636.0000,112.9180
1637.0000,112.9180
1638.0000,112.9180
1639.0000,112.9180
1640.0000,112.9180
1641.0000,112.9180
1642.0000,112.9180
1643.0000,112.9180
1644.0000,112.9180
1645.0000,112.9180
1646.0000,112.9180
1647.0000,112.9180
1648.0000,112.9180
1649.0000,112.9180
1650.0000,112.9180
1651.0000,112.9180
1652.0000,112.9180
1653.0000,112.9180
1654.0000,112.9180
1655.0000,115.4761
1656.0000,119.0761
1657.0000,122.6761
1658.0000,126.2761
1659.0000,129.8761
1660.0000,131.3000
1661.0000,131.3000
1662.0000,131.3000
1663.0000,131.3000
1664.0000,131.3000
1665.0000,131.3000
1666.0000,131.3000
1667.0000,131.3000
1668.0000,131.3000
1669.0000,131.3000
1670.0000,129.1735
1671.0000,124.8535
1672.0000,120.7960
1673.0000,120.7960
1674.0000,120.7960
1675.0000,120.7960
1676.0000,120.7960
1677.0000,120.7960
1678.0000,120.7960
1679.0000,120.7960
1680.0000,120.7960
1681.0000,120.7960
1682.0000,120.7960
1683.0000,120.7960
1684.0000,120.7960
1685.0000,120.7960
1686.0000,120.7960
1687.0000,120.7960
1688.0000,120.7960
1689.0000,120.7960
1690.0000,120.7960
1691.0000,120.7960
1692.0000,120.7960
1693.0000,120.7960
1694.0000,120.7960
1695.0000,120.7960
1696.0000,120.7960
1697.0000,120.7960
1698.0000,120.7960
1699.0000,120.7960
1700.0000,120.7960
1701.0000,120.7960
1702.0000,120.7960
1703.0000,118.2815
1704.0000,113.9615
1705.0000,109.6415
1706.0000,105.3215
1707.0000,102.4140
1708.0000,102.4140
1709.0000,102.4140
1710.0000,102.4140
1711.0000,102.4140
1712.0000,102.4140
1713.0000,102.4140
1714.0000,102.4140
1715.0000,102.4140
1716.0000,102.4140
1717.0000,102.4140
1718.0000,102.4140
1719.0000,102.4140
1720.0000,102.4140
1721.0000,102.4140
1722.0000,102.4140
1723.0000,102.4140
1724.0000,102.4140
1725.0000,102.4140
1726.0000,102.4140
1727.0000,102.4140
1728.0000,102.4140
1729.0000,102.4140
1730.0000,102.4140
1731.0000,102.4140
1732.0000,102.4140
1733.0000,102.4140
1734.0000,102.4140
1735.0000,102.4140
1736.0000,102.4140
1737.0000,102.4140
1738.0000,102.4140
1739.0000,102.4140
1740.0000,102.4140
1741.0000,102.4140
1742.0000,102.4140
1743.0000,102.4140
1744.0000,102.4140
1745.0000,102.4140
1746.0000,102.4140
1747.0000,102.4140
1748.0000,102.4140
1749.0000,102.4140
1750.0000,102.4140
1751.0000,102.4140
1752.0000,102.4140
1753.0000,102.4140
1754.0000,102.4140
1755.0000,102.4140
1756.0000,102.4140
1757.0000,102.4140
1758.0000,102.4140
1759.0000,102.4140
1760.0000,102.4140
1761.0000,102.4140
1762.0000,102.4140
1763.0000,102.4140
1764.0000,102.4140
1765.0000,102.4140
1766.0000,102.4140
1767.0000,102.4140
1768.0000,102.4140
1769.0000,102.4140
1770.0000,102.4140
1771.0000,102.4140
1772.0000,102.4140
1773.0000,101.5200
1774.0000,97.2000
1775.0000,92.8800
1776.0000,88.5600
1777.0000,84.2400
1778.0000,79.9200
1779.0000,75.6000
1780.0000,71.2800
1781.0000,66.9600
1782.0000,62.6400
1783.0000,58.3200
1784.0000,54.0000
1785.0000,49.6800
1786.0000,45.3600
1787.0000,41.0400
1788.0000,36.7200
1789.0000,32.4000
1790.0000,28.0800
1791.0000,23.7600
1792.0000,19.4400
1793.0000,15.1200
1794.0000,10.8000
1795.0000,6.4800
1796.0000,2.1600
1797.0000,0.0000
1798.0000,0.0000
1799.0000,0.0000
1800.0000,0.0000
